"pid","assessed_value"
2338,123425.706333333
2339,209206.5934
2340,1741349.646
2341,718851.273833333
2342,1177093.48236667
2343,1444206.69746667
2344,398501.226066667
2345,596547.009533333
2346,519137.694133333
2347,427671.299266667
2348,486525.644784981
2349,706690.946533333
2350,343506.737633333
2351,363562.487733333
2352,486525.644784981
2353,486525.644784981
2354,486525.644784981
2355,223318.906166667
2356,302559.9156
2357,486525.644784981
2358,305563.4072
2359,229216.8318
2360,222950.362133333
2361,512693.526133333
2362,486525.644784981
2363,269836.605633333
2364,2162215.15286667
2365,110242.833866667
2366,486525.644784981
2367,423936.991266667
2368,912377.2731
2369,230663.047833333
2370,232554.463066667
2371,486525.644784981
2372,1072639.99586667
2373,380350.664366667
2374,942448.485566667
2375,128248.068
2376,686959.001966667
2377,214439.489
2378,336160.4646
2379,486525.644784981
2380,247442.9665
2381,184645.887666667
2382,228097.1282
2383,270281.9753
2384,541077.4419
2385,833368.004
2386,608738.75
2387,951291.059766667
2388,1949592.3013
2389,400683.331333333
2390,97332.7443333334
2391,402473.2417
2392,264651.793266667
2393,486525.644784981
2394,263456.497666667
2395,486525.644784981
2396,254008.853633333
2397,328673.856166667
2398,594902.656233333
2399,355776.264733333
2400,488663.265833333
2401,369936.5695
2402,196504.386766667
2403,263770.335566667
2404,590139.639
2405,718155.751366666
2406,362718.5978
2407,313008.574566667
2408,380987.939466667
2409,790641.558166667
2410,989853.537033333
2411,150463.138866667
2412,486525.644784981
2413,233612.872833333
2414,173607.453733333
2415,648310.424033333
2416,486525.644784981
2417,388934.640433333
2418,110047.698433333
2419,159365.252166667
2420,1372190.3636
2421,100146.030066667
2422,916869.228166666
2423,350276.336766667
2424,445342.593566667
2425,889583.985133333
2426,388813.434566667
2427,89387.8561333333
2428,1008594.48813333
2429,152035.8341
2430,403421.4029
2431,105031.355266667
2432,486525.644784981
2433,680867.3531
2434,411734.8097
2435,486525.644784981
2436,477877.175733333
2437,271473.727
2438,334800.0612
2439,178398.398733333
2440,1341113.33086667
2441,607884.4565
2442,82859.1013
2443,711056.229566667
2444,1152521.9996
2445,486525.644784981
2446,486525.644784981
2447,462291.373266667
2448,112716.0811
2449,368437.354233333
2450,97063.1493
2451,486525.644784981
2452,312502.5842
2453,465157.965833333
2454,647476.6345
2455,350893.1659
2456,486525.644784981
2457,611697.189633333
2458,287609.379666667
2459,486525.644784981
2460,152294.1268
2461,1502742.5504
2462,392393.003733333
2463,382221.972966667
2464,377113.907566667
2465,486525.644784981
2466,360822.569866667
2467,184793.272
2468,486525.644784981
2469,486525.644784981
2470,304513.238566667
2471,266544.104733333
2472,262622.434133333
2473,204866.209133333
2474,486525.644784981
2475,908520.407566667
2476,486525.644784981
2477,458253.451833334
2478,589242.2155
2479,267703.4828
2480,380668.364366667
2481,388125.631566667
2482,361228.8605
2483,349930.530866667
2484,365154.105866667
2485,653494.808466667
2486,384154.532466667
2487,511428.177133333
2488,267637.327466667
2489,353046.0139
2490,298742.6748
2491,589867.441866667
2492,572186.167866667
2493,1209385.59456667
2494,377485.918533333
2495,370362.7661
2496,486525.644784981
2497,554620.058733333
2498,487177.988566667
2499,642813.848066667
2500,81274.4062
2501,249599.500666667
2502,131237.074233333
2503,625537.8461
2504,416040.765366667
2505,486525.644784981
2506,407298.585366667
2507,506100.666466667
2508,3246562.99853333
2509,207044.526233333
2510,1053050.5556
2511,744535.493433334
2512,462795.178533333
2513,634557.0375
2514,428911.958166667
2515,233468.900166667
2516,367560.7152
2517,455768.848633333
2518,92375.384
2519,174317.829733333
2520,283629.016266667
2521,333175.831933333
2522,615235.557333333
2523,266493.054333333
2524,249797.214833333
2525,211154.820433333
2526,413034.1103
2527,677245.294
2528,486525.644784981
2529,239731.6742
2530,300232.101933333
2531,486525.644784981
2532,486525.644784981
2533,486525.644784981
2534,486525.644784981
2535,486525.644784981
2536,486525.644784981
2537,261313.064266667
2538,486525.644784981
2539,76699.5854333333
2540,111826.008533333
2541,336929.235466667
2542,486525.644784981
2543,486525.644784981
2544,109185.4469
2545,486525.644784981
2546,238424.4536
2547,486525.644784981
2548,486525.644784981
2549,156948.825133333
2550,412264.8542
2551,170249.1819
2552,3049125.17086667
2553,987583.880366667
2554,486525.644784981
2555,486525.644784981
2556,277719.0509
2557,486525.644784981
2558,366755.4314
2559,443803.2438
2560,259986.7978
2561,486525.644784981
2562,476399.4577
2563,1828773.68196667
2564,1293987.2677
2565,486525.644784981
2566,573760.1974
2567,229536.140433333
2568,231458.263233333
2569,598200.370066667
2570,177724.6164
2571,376671.021766667
2572,321871.1826
2573,362381.105333333
2574,194884.9006
2575,65446.1889
2576,486525.644784981
2577,144519.815033333
2578,2234601.25306667
2579,347046.351866667
2580,245476.264566667
2581,242803.261
2582,486525.644784981
2583,174886.1343
2584,486525.644784981
2585,320506.076633333
2586,434303.810833333
2587,1591259.48226667
2588,178243.547833333
2589,396912.506733333
2590,294502.288533333
2591,238250.910866667
2592,341684.722766667
2593,980329.0924
2594,101534.711633333
2595,976090.197733333
2596,1321950.91463333
2597,73969.6267666667
2598,339492.065166667
2599,785912.0815
2600,182379.570833333
2601,169705.010033333
2602,399955.476966667
2603,448532.836766667
2604,893871.117
2605,239053.574566667
2606,182213.646566667
2607,668661.426666667
2608,486525.644784981
2609,550272.0635
2610,412051.904366667
2611,100108.258233333
2612,456725.911
2613,194099.9033
2614,456076.6031
2615,122559.595533333
2616,486525.644784981
2617,860674.182533333
2618,224775.689333333
2619,872584.825666666
2620,486525.644784981
2621,281165.658066667
2622,389813.259233333
2623,94775.4148
2624,368646.2562
2625,134618.660566667
2626,238285.9531
2627,441095.179433333
2628,263589.616366667
2629,677749.9726
2630,486525.644784981
2631,445152.900166667
2632,255297.796833333
2633,249681.011766667
2634,486525.644784981
2635,937767.829966667
2636,486525.644784981
2637,294944.5573
2638,385007.484833333
2639,486525.644784981
2640,266873.594433333
2641,392422.176733333
2642,653158.6277
2643,486525.644784981
2644,486525.644784981
2645,152542.207933333
2646,230062.223733333
2647,179730.292266667
2648,1067686.49356667
2649,69849.8473666667
2650,486525.644784981
2651,534846.039633333
2652,1249161.3742
2653,486525.644784981
2654,486525.644784981
2655,146199.927833333
2656,309535.030266667
2657,475564.3901
2658,153088.478533333
2659,385335.958166667
2660,70496.8537
2661,486525.644784981
2662,269394.770033334
2663,486525.644784981
2664,262174.772
2665,3595500.61466667
2666,375242.292333333
2667,1545989.42243333
2668,260566.067266667
2669,287134.201066667
2670,292091.2772
2671,132795.937266667
2672,109119.7352
2673,346578.401366667
2674,1014817.10846667
2675,2148615.28476667
2676,1289166.0553
2677,81835.766
2678,441297.8106
2679,256957.262466667
2680,186923.2286
2681,378355.470333333
2682,261677.3126
2683,2770698.55323333
2684,1135310.07303333
2685,119058.869633333
2686,5083105.50013333
2687,486525.644784981
2688,486525.644784981
2689,236438.155033333
2690,186927.202466667
2691,248191.498466667
2692,409607.547733333
2693,1288755.7618
2694,1349238.66423333
2695,615355.751966667
2696,604963.3502
2697,435106.014466667
2698,151851.1094
2699,71158.3466666666
2700,291936.2673
2701,922522.292833333
2702,492014.962866667
2703,264611.497266667
2704,486525.644784981
2705,486525.644784981
2706,486525.644784981
2707,486525.644784981
2708,986869.673133333
2709,121930.286533333
2710,96635.2193666666
2711,71215.1707666667
2712,212400.549766667
2713,539930.8743
2714,1057979.0791
2715,905861.584
2716,93904.9364666667
2717,526011.631266667
2718,486525.644784981
2719,1216767.89096667
2720,329467.067466667
2721,1341963.11333333
2722,354310.228866667
2723,288568.460033333
2724,546888.391566667
2725,243650.079366667
2726,300523.612633333
2727,363416.863033333
2728,187617.663433333
2729,778982.348
2730,542922.643433333
2731,308111.448966667
2732,526364.539
2733,486525.644784981
2734,104078.814933333
2735,3057491.40773333
2736,375065.446366667
2737,402264.2521
2738,69580.059
2739,729702.666833333
2740,486525.644784981
2741,370214.656733333
2742,256368.4073
2743,99398.1297666666
2744,381113.216366667
2745,2178116.9309
2746,296342.241233333
2747,999914.4177
2748,284965.8204
2749,239023.8718
2750,295841.0111
2751,204094.498533333
2752,112614.172533333
2753,486525.644784981
2754,392026.789866667
2755,1655127.90896667
2756,158344.720533333
2757,615303.473733333
2758,486525.644784981
2759,329088.275733333
2760,332994.0175
2761,335010.3084
2762,357275.791366667
2763,279369.168
2764,82564.6627
2765,388186.094766667
2766,296043.369333333
2767,237854.763133333
2768,1199748.4518
2769,432779.858333333
2770,370039.6842
2771,206127.8695
2772,955803.501066667
2773,181398.184566667
2774,1018068.04533333
2775,276294.633966667
2776,173797.280566667
2777,568389.428966667
2778,113916.355866667
2779,973802.569466667
2780,56322.3290666667
2781,722976.337466667
2782,366981.7195
2783,114876.6589
2784,87748.0326333333
2785,108882.519366667
2786,486525.644784981
2787,486525.644784981
2788,392295.7929
2789,409444.096666666
2790,433784.606066667
2791,273125.387633333
2792,273060.628366667
2793,856042.392966667
2794,184795.076666667
2795,419594.935166667
2796,2114483.78753333
2797,202352.901033333
2798,293246.581
2799,456545.936233333
2800,538962.190066667
2801,463506.2879
2802,486525.644784981
2803,486525.644784981
2804,311830.1621
2805,215307.526066667
2806,486525.644784981
2807,486525.644784981
2808,486525.644784981
2809,369089.372166667
2810,642751.7805
2811,486525.644784981
2812,255416.021033333
2813,1342279.03373333
2814,597067.812233333
2815,210060.338066667
2816,486525.644784981
2817,167582.762633333
2818,787529.0254
2819,486525.644784981
2820,314041.724833333
2821,548242.4266
2822,1160768.69533333
2823,609512.2873
2824,283449.321966667
2825,435160.983366667
2826,658196.532833333
2827,486525.644784981
2828,199981.030466667
2829,129935.856
2830,194517.6988
2831,336197.083433333
2832,434859.698
2833,481786.9018
2834,177247.834966667
2835,484774.6643
2836,310835.091933333
2837,342435.876533334
2838,369843.392233333
2839,685736.8336
2840,184681.185266667
2841,404783.3879
2842,262792.826466667
2843,396414.7563
2844,110016.6136
2845,383021.7168
2846,239051.805633333
2847,375065.015133334
2848,593143.418666667
2849,1301302.95856667
2850,294199.9068
2851,486525.644784981
2852,464023.314266667
2853,281986.5272
2854,136211.7765
2855,578427.770966667
2856,486525.644784981
2857,429671.651866667
2858,486525.644784981
2859,869848.876733333
2860,1346854.8539
2861,129265.667233333
2862,375330.5895
2863,515313.3698
2864,273308.589733333
2865,443010.2252
2866,1139952.0524
2867,132362.582933333
2868,486525.644784981
2869,1406551.6733
2870,901354.762933334
2871,655840.127766667
2872,201301.568666667
2873,521745.3578
2874,321353.831866667
2875,410115.703
2876,392953.8654
2877,161119.542133333
2878,278964.873433333
2879,138749.562233333
2880,70901.6583333333
2881,119880.461566667
2882,222244.7266
2883,486525.644784981
2884,535883.368133334
2885,273659.3896
2886,318839.192633333
2887,467418.898566666
2888,221722.769833333
2889,234415.901033333
2890,440854.226466667
2891,86768.3705333334
2892,1384784.34863333
2893,416579.4008
2894,144498.309866667
2895,403565.9708
2896,264247.418033333
2897,1557410.1902
2898,486525.644784981
2899,143822.027066667
2900,114897.373433333
2901,249014.998933333
2902,353440.419266667
2903,76678.5648333333
2904,328842.5352
2905,1258064.8289
2906,204951.542833333
2907,453312.757166667
2908,215040.239033333
2909,466392.2222
2910,2665386.12866667
2911,486525.644784981
2912,337197.089433333
2913,359177.2405
2914,236830.126866667
2915,379103.759033333
2916,271419.343966667
2917,229690.171166667
2918,422032.626133333
2919,766599.5071
2920,223519.597233333
2921,486525.644784981
2922,486525.644784981
2923,302734.270433333
2924,2934423.59286667
2925,303940.274533333
2926,184837.1369
2927,159613.8304
2928,261708.2189
2929,394247.0697
2930,228524.9809
2931,508151.9036
2932,231410.304133333
2933,493114.702833333
2934,486525.644784981
2935,486525.644784981
2936,473799.453533333
2937,197754.5044
2938,414587.2592
2939,157368.7079
2940,382191.178566667
2941,128127.397
2942,629736.199266667
2943,271517.4572
2944,110008.911
2945,608025.961733333
2946,611472.341666667
2947,151828.496233333
2948,307625.103390476
2949,234086.317566667
2950,1590617.36893333
2951,116879.181566667
2952,485114.4548
2953,447351.505466667
2954,241122.2795
2955,486525.644784981
2956,486525.644784981
2957,486525.644784981
2958,1257636.6247
2959,278778.890766667
2960,641211.749233334
2961,74709.0595333333
2962,1241988.3465
2963,330083.033
2964,538906.6459
2965,615971.109266667
2966,124866.8938
2967,1383093.61546667
2968,486525.644784981
2969,438260.512433333
2970,464544.0943
2971,486525.644784981
2972,464139.497966667
2973,292987.4157
2974,255029.783966667
2975,586608.544
2976,590902.823866667
2977,672433.360333333
2978,1609991.0832
2979,96526.308
2980,272838.623766667
2981,119611.628633333
2982,1894710.31706667
2983,486525.644784981
2984,508439.714266667
2985,264556.2297
2986,346680.051066667
2987,155629.344333333
2988,396588.943566667
2989,121241.2778
2990,486525.644784981
2991,266118.499266667
2992,486525.644784981
2993,486525.644784981
2994,538808.058366667
2995,272608.154433333
2996,394363.833466667
2997,486525.644784981
2998,409346.0826
2999,87418.9063
3000,111713.414666667
3001,352466.192133333
3002,1302441.6368
3003,415524.2533
3004,327069.467766667
3005,486525.644784981
3006,584881.035333333
3007,953436.614366666
3008,196008.084766667
3009,339493.192033333
3010,486525.644784981
3011,381939.743333333
3012,486525.644784981
3013,419156.7558
3014,769061.332333333
3015,764979.809766667
3016,747493.3848
3017,1295797.41433333
3018,323511.979833333
3019,486525.644784981
3020,213705.081633333
3021,185972.3236
3022,554812.915833334
3023,1174375.7564
3024,855466.088566667
3025,211669.129066667
3026,339721.9189
3027,204509.087833333
3028,486525.644784981
3029,486525.644784981
3030,559681.827766667
3031,256932.957466667
3032,303436.7102
3033,123374.488
3034,163426.660866667
3035,561795.644533333
3036,340293.2088
3037,555896.409133333
3038,387371.478866667
3039,887300.948033334
3040,553768.936
3041,494984.914966667
3042,486525.644784981
3043,478632.4036
3044,427503.221066667
3045,217317.053766667
3046,486525.644784981
3047,1302407.7305
3048,330178.6668
3049,466832.2064
3050,270407.1766
3051,400996.4972
3052,486525.644784981
3053,486525.644784981
3054,2027309.55593333
3055,486525.644784981
3056,219731.669766667
3057,281479.200433333
3058,97768.9443
3059,254163.7703
3060,486525.644784981
3061,571659.906766667
3062,463636.467166667
3063,278301.616166667
3064,946147.420999999
3065,229052.1996
3066,350436.130133333
3067,292717.284466667
3068,576562.877866667
3069,180950.4215
3070,641526.866733333
3071,214497.988733333
3072,1237583.94626667
3073,690987.744233334
3074,241830.244766667
3075,730148.024066667
3076,297224.119
3077,222804.9902
3078,844430.638233333
3079,597402.931466667
3080,486525.644784981
3081,3178259.3331
3082,273246.271333333
3083,486525.644784981
3084,252453.583833333
3085,481070.400333333
3086,458486.147
3087,111988.474733333
3088,427508.126266667
3089,227160.0902
3090,1312490.99133333
3091,491005.526766667
3092,386831.046966667
3093,486525.644784981
3094,307455.243366667
3095,90731.0066
3096,293895.585433333
3097,377138.4235
3098,284438.356
3099,281949.1617
3100,424328.8335
3101,147195.414166667
3102,399429.2503
3103,252849.502633333
3104,486525.644784981
3105,149800.9122
3106,433840.426566667
3107,341347.004366667
3108,615700.6093
3109,327655.259166667
3110,562668.419233333
3111,425251.550933333
3112,85819.1419666666
3113,623315.828533333
3114,555778.519566667
3115,499970.213
3116,721532.578133333
3117,486525.644784981
3118,204324.0691
3119,486525.644784981
3120,495607.8302
3121,196452.228066667
3122,2413548.21166667
3123,330134.883
3124,486525.644784981
3125,277147.859266667
3126,81622.7100666667
3127,299585.3094
3128,107337.1831
3129,590819.679666667
3130,268547.118733333
3131,246675.747766667
3132,381685.7886
3133,187072.7683
3134,486525.644784981
3135,470875.6629
3136,486525.644784981
3137,293887.8118
3138,312851.309366666
3139,154430.0157
3140,486525.644784981
3141,324857.25
3142,407705.761333333
3143,470429.156333333
3144,486525.644784981
3145,1165572.34673333
3146,212082.174966667
3147,371541.264766667
3148,258709.360433333
3149,264752.731266667
3150,1808397.03733333
3151,486525.644784981
3152,379260.078633333
3153,691614.4822
3154,486525.644784981
3155,116963.0401
3156,1510923.4672
3157,612701.964533334
3158,486525.644784981
3159,403363.910833333
3160,1154355.3105
3161,220431.72
3162,262199.689566667
3163,271830.193833333
3164,88933.8404
3165,1456667.28963333
3166,230832.4489
3167,486525.644784981
3168,349393.96
3169,105662.103633333
3170,490179.048466667
3171,150670.4254
3172,309252.7958
3173,185313.221533333
3174,495432.8972
3175,453365.676166667
3176,486525.644784981
3177,315102.301733333
3178,486525.644784981
3179,125336.525766667
3180,344774.213166667
3181,494693.806966667
3182,514922.481766667
3183,293783.077633333
3184,431458.570666667
3185,664414.115033333
3186,312505.063566667
3187,225466.933566667
3188,347404.7855
3189,486525.644784981
3190,246538.181733333
3191,272392.211833333
3192,996094.122633333
3193,516695.671866667
3194,223776.9307
3195,625688.176233333
3196,486525.644784981
3197,183450.293
3198,337103.883466667
3199,661255.5485
3200,188365.6118
3201,247722.501666667
3202,466431.2367
3203,298838.844833333
3204,486525.644784981
3205,280091.287
3206,122116.125866667
3207,143961.253066667
3208,355690.759466667
3209,314957.485133333
3210,249460.0091
3211,486525.644784981
3212,486525.644784981
3213,434158.966566667
3214,299063.968966667
3215,353416.884833333
3216,1345069.08593333
3217,486525.644784981
3218,132442.184833333
3219,432629.194733333
3220,608809.166
3221,300837.238833333
3222,1171557.66066667
3223,668216.810333333
3224,430228.818933333
3225,1145720.54976667
3226,793283.1972
3227,486525.644784981
3228,998104.837633333
3229,486525.644784981
3230,486525.644784981
3231,486525.644784981
3232,613340.1895
3233,591134.437666667
3234,342939.946966667
3235,103447.330166667
3236,486525.644784981
3237,1006097.0008
3238,180122.451833333
3239,213321.872566667
3240,486525.644784981
3241,83803.0535666667
3242,85341.9661
3243,504087.078733333
3244,149881.491866667
3245,643636.855966667
3246,257799.977433333
3247,431906.239566667
3248,372462.115666667
3249,531803.9639
3250,122701.1212
3251,1210181.8654
3252,72417.9291666667
3253,1213578.70113333
3254,2501554.07333333
3255,1550762.2479
3256,161028.5665
3257,96553.2890333333
3258,72801.3647333333
3259,446212.351033333
3260,352951.229833333
3261,94633.4179
3262,1074773.83963333
3263,327901.108766667
3264,537504.608833333
3265,231841.852066667
3266,705434.109933333
3267,486525.644784981
3268,176821.655766667
3269,320578.196666667
3270,176308.119133333
3271,202648.004833333
3272,641267.5017
3273,201279.7815
3274,207436.288633333
3275,501485.155833333
3276,486525.644784981
3277,316604.4218
3278,437592.485733334
3279,4416838.4476
3280,486525.644784981
3281,641560.345533333
3282,365945.657366667
3283,399954.7529
3284,285661.470433333
3285,210737.3883
3286,252915.7736
3287,190593.563633333
3288,267398.0345
3289,253856.409433333
3290,263409.5079
3291,388810.140366667
3292,775850.4925
3293,70701.2565
3294,1192958.55573333
3295,656286.758266667
3296,255222.642933333
3297,246797.056133333
3298,352557.792433333
3299,152987.797366667
3300,233888.865033333
3301,1506055.09603333
3302,486525.644784981
3303,240865.2887
3304,486525.644784981
3305,623667.743666667
3306,1113768.91946667
3307,740996.163466667
3308,126432.8353
3309,262622.997666667
3310,95574.3863
3311,302776.809133333
3312,341245.4879
3313,364926.6771
3314,263128.1934
3315,585020.283866667
3316,160461.5626
3317,634255.371133333
3318,1131460.1932
3319,486525.644784981
3320,374715.275833333
3321,1135751.14513333
3322,288259.660533333
3323,257368.863433333
3324,229519.231233333
3325,377746.734166667
3326,331533.015966667
3327,915205.187333333
3328,130361.665233333
3329,306357.944433333
3330,783961.335733333
3331,486525.644784981
3332,493855.316966667
3333,375199.4205
3334,510321.7055
3335,717086.640333333
3336,719972.9287
3337,327092.746766667
3338,226471.1487
3339,303497.9005
3340,224546.695033333
3341,346231.4382
3342,332500.5614
3343,339371.998
3344,624755.802066667
3345,423427.227633333
3346,262654.973366667
3347,486525.644784981
3348,333130.143866667
3349,256455.913833333
3350,1410306.45596667
3351,486525.644784981
3352,324192.26
3353,230094.283466667
3354,266611.137233333
3355,400537.963266667
3356,894993.536966667
3357,113515.040533333
3358,486525.644784981
3359,490282.5543
3360,264866.9887
3361,434955.8298
3362,306487.9621
3363,2798227.51976667
3364,486525.644784981
3365,116195.436866667
3366,486525.644784981
3367,492458.9786
3368,444345.763
3369,493515.9171
3370,264671.1656
3371,376243.256066667
3372,309934.3083
3373,214752.4553
3374,2661043.61
3375,260497.0375
3376,149207.044066667
3377,444402.600166666
3378,486525.644784981
3379,486525.644784981
3380,237873.033666667
3381,136868.5164
3382,354868.826333333
3383,105209.2066
3384,318223.621833333
3385,462309.156666667
3386,145441.4008
3387,123657.130333333
3388,235603.708366667
3389,486525.644784981
3390,486525.644784981
3391,271863.2225
3392,589950.651166667
3393,269053.3461
3394,486525.644784981
3395,196805.494433333
3396,255784.0373
3397,399266.6858
3398,640968.6131
3399,565137.633866667
3400,338121.543666667
3401,363995.226333333
3402,565174.482533334
3403,250287.522666667
3404,326124.746366667
3405,486525.644784981
3406,2822076.52093333
3407,392851.527666667
3408,113690.8998
3409,146688.004433333
3410,1760559.27583333
3411,314659.0813
3412,438743.8494
3413,189966.074833333
3414,372347.669166667
3415,486525.644784981
3416,560202.069333333
3417,572790.8217
3418,415340.6244
3419,510790.557633333
3420,472899.281266666
3421,372861.1631
3422,486525.644784981
3423,375471.751766667
3424,88563.8613
3425,223675.408866667
3426,234823.315233333
3427,226588.815733333
3428,34933.6123333333
3429,189141.8558
3430,1037876.39823333
3431,273564.337
3432,486525.644784981
3433,1382643.767
3434,486525.644784981
3435,246290.850833333
3436,433025.014033333
3437,422243.370433334
3438,393127.349866666
3439,276828.615766667
3440,69734.9509333333
3441,486525.644784981
3442,550341.126966667
3443,486525.644784981
3444,486525.644784981
3445,319844.383333333
3446,283125.760166667
3447,295039.43
3448,430211.619033333
3449,299572.384033333
3450,254514.166333333
3451,280345.405933333
3452,139511.6474
3453,677515.197133333
3454,277067.730433333
3455,578832.892666667
3456,486525.644784981
3457,397713.284033333
3458,388966.8963
3459,271941.026
3460,331043.145166666
3461,654578.051633333
3462,486525.644784981
3463,252710.239
3464,305043.175766667
3465,243771.555533333
3466,106653.364066667
3467,243369.113733333
3468,320189.559557143
3469,252029.787566667
3470,1089922.03753333
3471,348675.7432
3472,486525.644784981
3473,342410.369266667
3474,89174.8823666667
3475,271803.802833333
3476,706114.4465
3477,239643.293366667
3478,486525.644784981
3479,139436.454033333
3480,1740347.03876667
3481,486525.644784981
3482,127756.103866667
3483,718945.245833334
3484,469266.4716
3485,179491.984533333
3486,113640.2076
3487,435618.224533333
3488,89047.2920333333
3489,361867.6751
3490,486525.644784981
3491,662207.4209
3492,486525.644784981
3493,342650.364133333
3494,458865.136666667
3495,486525.644784981
3496,412296.496533333
3497,250968.281933333
3498,454711.231033333
3499,262137.747433333
3500,1894333.75326667
3501,685567.508933333
3502,911857.8044
3503,1057633.292
3504,1264950.4353
3505,238684.521633333
3506,153758.440833333
3507,399672.697133333
3508,776361.652833333
3509,486525.644784981
3510,937528.6361
3511,433729.6829
3512,254369.808533333
3513,1522122.76443333
3514,4486116.86433333
3515,486525.644784981
3516,247314.8559
3517,851517.5306
3518,486525.644784981
3519,237131.848233333
3520,210611.781933333
3521,136982.4667
3522,516652.655266666
3523,361703.550166667
3524,1307869.94573333
3525,942736.660566667
3526,1514366.3386
3527,89113.2812333334
3528,67347.0617666667
3529,80569.2695666666
3530,1411475.39693333
3531,1088693.34123333
3532,295030.731733333
3533,307198.105
3534,299687.801333333
3535,589661.872066667
3536,518532.182533333
3537,429014.942
3538,486525.644784981
3539,648821.289866667
3540,300757.462733333
3541,344148.706166667
3542,1436959.47746667
3543,423808.8168
3544,505729.444233333
3545,1013374.71986667
3546,486525.644784981
3547,757589.0942
3548,93855.0265
3549,486525.644784981
3550,940085.2415
3551,486525.644784981
3552,713187.281966666
3553,381072.526533333
3554,1228660.11153333
3555,352083.568266667
3556,502454.799033333
3557,541283.3484
3558,396980.101433333
3559,539269.251233333
3560,248747.133966667
3561,1143008.73306667
3562,145885.2994
3563,251794.897533333
3564,333896.560066667
3565,603176.101833334
3566,215620.6254
3567,486525.644784981
3568,116607.0161
3569,486525.644784981
3570,675270.787933333
3571,89349.9563333333
3572,245731.312733333
3573,486525.644784981
3574,432445.289966667
3575,397702.937233333
3576,207711.644166667
3577,311885.507333333
3578,141920.949433333
3579,655212.197066666
3580,563960.565133333
3581,201829.567466667
3582,294736.9509
3583,484967.048
3584,244732.451533333
3585,469053.086533333
3586,242941.0168
3587,303289.599033333
3588,417392.670866667
3589,387615.7008
3590,153319.228266667
3591,242702.911233333
3592,486525.644784981
3593,513409.0687
3594,486525.644784981
3595,359975.898633333
3596,251745.588333333
3597,1399893.16543333
3598,213569.7343
3599,436229.3189
3600,429285.975266667
3601,959638.886766667
3602,359314.4915
3603,406406.0054
3604,981433.5442
3605,135896.634233333
3606,486525.644784981
3607,561609.145166667
3608,390997.520333333
3609,1432223.77763333
3610,183511.652866667
3611,689104.874066667
3612,486525.644784981
3613,364643.813333333
3614,346673.665466667
3615,309075.969866667
3616,792608.661566667
3617,1477718.665
3618,311044.7946
3619,134560.0085
3620,259654.5434
3621,94898.9696
3622,87348.9815333333
3623,929669.1764
3624,268891.8727
3625,411570.924733333
3626,524210.4693
3627,479023.5371
3628,480655.180466667
3629,172942.8434
3630,431035.6626
3631,489438.960433333
3632,486525.644784981
3633,486525.644784981
3634,489710.7728
3635,395503.110633333
3636,2341576.16426667
3637,355575.762066667
3638,107792.023966667
3639,269126.3117
3640,391186.4407
3641,183037.992866667
3642,620546.328766667
3643,495800.4943
3644,240015.518466667
3645,92504.4117666667
3646,266548.5829
3647,840016.876233333
3648,128091.2813
3649,186279.269066667
3650,796743.724233333
3651,222767.818066667
3652,199887.2672
3653,464680.412866667
3654,486525.644784981
3655,317114.385833333
3656,486525.644784981
3657,513112.422733333
3658,486525.644784981
3659,220629.039966667
3660,150834.278466667
3661,597603.603033334
3662,298469.656666667
3663,102962.453
3664,392661.963
3665,486525.644784981
3666,232957.8186
3667,208641.4432
3668,306408.7572
3669,416970.414466667
3670,308826.232533333
3671,303438.4676
3672,414964.520666667
3673,255852.3549
3674,486525.644784981
3675,375457.2489
3676,493237.2045
3677,989340.272966667
3678,226505.835366667
3679,312252.8163
3680,486525.644784981
3681,521688.400533333
3682,598230.201933334
3683,1178271.00226667
3684,486525.644784981
3685,376054.134833333
3686,386532.3186
3687,705385.037433333
3688,780544.808066667
3689,306181.5706
3690,494241.383033333
3691,785186.241766667
3692,273833.208166667
3693,486525.644784981
3694,247487.3347
3695,187805.618433333
3696,260524.687433333
3697,387779.893233333
3698,1227761.0102
3699,486525.644784981
3700,852141.6417
3701,1022773.2867
3702,949593.266233334
3703,1123148.679
3704,453965.4167
3705,755431.334933333
3706,274757.960433333
3707,656559.238833333
3708,330364.688066667
3709,602555.3673
3710,383658.874566667
3711,1096120.89986667
3712,230842.455333333
3713,1037289.4429
3714,486525.644784981
3715,293090.0861
3716,630653.840766667
3717,252272.4943
3718,473190.448966667
3719,511676.7092
3720,241496.439966667
3721,222541.9136
3722,223307.797333333
3723,363895.779433333
3724,138773.674333333
3725,479327.547933333
3726,267573.428
3727,486525.644784981
3728,486525.644784981
3729,377904.176466667
3730,125093.199333333
3731,618376.6747
3732,242849.539366667
3733,427035.501
3734,273940.346666667
3735,486525.644784981
3736,263918.785333333
3737,220665.189466667
3738,387627.0608
3739,549083.249
3740,336427.8489
3741,551737.099266667
3742,299784.185
3743,486525.644784981
3744,486525.644784981
3745,148534.746833333
3746,587794.435566666
3747,196862.0305
3748,237826.7347
3749,959736.499533333
3750,722686.9017
3751,214038.4054
3752,660061.797066667
3753,581598.3108
3754,561265.218833333
3755,339956.019133333
3756,1382125.99926667
3757,534360.999133333
3758,122267.4189
3759,102372.330733333
3760,486525.644784981
3761,248730.012933333
3762,486525.644784981
3763,213516.1809
3764,1764013.59866667
3765,898006.288033333
3766,85162.5003333333
3767,89142.3445
3768,83878.0930333333
