ID,Education,Marital_Status,Income,Kidhome,Teenhome,Parent?,Dt_Customer,Month Joined,Year Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Accepted or Not,Complain,Z_CostContact,Z_Revenue,Response,Age,AgeGroup,index,Frequency,Recency,Monetary,Cluster,R,F,M,RFM_SCORE,Segment
6887,Graduation,Single,79146.0,1,1,1,24-04-2014,4,2014,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,3,11,0,47,41-50,346,19,33,564,2,4,4,3,443,443
7500,Graduation,Single,79146.0,1,1,1,24-04-2014,4,2014,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,3,11,0,47,41-50,347,19,33,564,2,4,4,3,443,443
7959,Graduation,Married,79410.0,0,0,0,29-05-2014,5,2014,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,3,11,0,53,51-60,348,11,19,1370,1,5,2,5,525,"Champion Customers - Low recency, frequent, and high spenders"
2939,Master,Together,79419.0,0,0,0,22-06-2014,6,2014,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,3,11,0,44,41-50,349,15,96,1631,1,1,3,5,135,"Promising Customers - High recency, moderate frequency, and low spenders"
4828,Graduation,Divorced,79865.0,0,1,1,18-06-2014,6,2014,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,3,11,0,60,61-70,350,21,12,792,2,5,4,4,544,544
1371,Graduation,Single,79941.0,0,0,0,28-06-2014,6,2014,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,3,11,0,38,31-40,351,16,72,984,2,2,3,4,234,234
10102,Graduation,Widow,79946.0,0,0,0,12-05-2014,5,2014,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,3,11,0,48,41-50,352,22,19,1478,1,5,4,5,545,545
3434,Graduation,Single,80872.0,0,0,0,12-05-2014,5,2014,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,3,11,0,63,61-70,353,19,60,1336,1,2,4,5,245,245
535,Graduation,Divorced,81361.0,0,0,0,25-02-2014,2,2014,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,3,11,0,27,21-30,354,27,18,778,2,5,5,4,554,554
4608,Graduation,Divorced,81361.0,0,0,0,25-02-2014,2,2014,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,3,11,1,27,21-30,355,27,18,778,2,5,5,4,554,554
10286,Graduation,Married,83715.0,0,0,0,03-02-2014,2,2014,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,3,11,0,52,51-60,356,24,2,926,2,5,5,4,554,554
2495,Master,Married,83891.0,0,1,1,20-06-2014,6,2014,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,3,11,0,40,41-50,357,22,24,816,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
1826,Graduation,Divorced,84835.0,0,0,0,16-06-2014,6,2014,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,0,3,11,1,44,41-50,358,15,0,1190,2,5,3,5,535,535
5555,Graduation,Divorced,153924.0,0,0,0,07-02-2014,2,2014,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,39,31-40,359,0,81,6,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
8475,PhD,Married,157243.0,0,1,1,01-03-2014,3,2014,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,3,11,0,41,41-50,360,37,98,1608,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
5899,PhD,Together,5648.0,1,1,1,13-03-2014,3,2014,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,1,0,3,11,0,64,61-70,365,2,68,49,0,2,1,1,211,Medium Value Customers - Moderately valuable with high recency
5278,Graduation,Married,82224.0,0,0,0,25-01-2014,1,2014,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,1,0,3,11,0,50,51-60,366,21,83,902,2,1,4,4,144,144
3010,Master,Together,88420.0,0,0,0,02-05-2014,5,2014,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,1,0,3,11,0,25,21-30,367,20,87,2069,1,1,4,5,145,145
213,PhD,Single,23091.0,1,1,1,28-05-2014,5,2014,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,3,11,0,51,51-60,368,10,98,48,0,1,2,1,121,121
2230,PhD,Married,23626.0,1,0,1,24-05-2014,5,2014,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,3,11,0,44,41-50,369,10,84,43,0,1,2,1,121,121
3286,PhD,Divorced,26642.0,1,0,1,01-03-2014,3,2014,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,3,11,0,47,41-50,370,7,71,42,0,2,2,1,221,221
7419,Master,Divorced,27071.0,1,0,1,23-04-2014,4,2014,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,3,11,0,46,41-50,371,7,90,35,0,1,2,1,121,121
4832,Graduation,Married,27244.0,1,0,1,07-03-2014,3,2014,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,3,11,0,35,31-40,372,8,84,101,0,1,2,2,122,122
8566,PhD,Together,32583.0,1,1,1,15-06-2014,6,2014,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0,53,51-60,373,4,10,9,0,5,1,1,511,"New Customers - Low recency, frequent, and low spenders"
4472,PhD,Divorced,35682.0,1,0,1,27-06-2014,6,2014,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,3,11,0,44,41-50,374,6,34,57,0,4,1,2,412,412
5577,Graduation,Together,43776.0,1,0,1,03-05-2014,5,2014,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0,31,31-40,375,4,77,23,0,2,1,1,211,Medium Value Customers - Moderately valuable with high recency
10785,Graduation,Married,44078.0,1,1,1,19-06-2014,6,2014,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,3,11,0,45,41-50,376,7,17,41,0,5,2,1,521,521
1755,2n Cycle,Together,45204.0,1,0,1,11-04-2014,4,2014,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,3,11,0,26,21-30,377,7,93,114,0,1,2,2,122,122
8461,Graduation,Divorced,46102.0,2,1,1,10-03-2014,3,2014,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0,52,51-60,378,4,3,16,0,5,1,1,511,"New Customers - Low recency, frequent, and low spenders"
5237,PhD,Single,48767.0,1,2,1,01-01-2014,1,2014,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,3,11,0,64,61-70,379,9,79,63,0,2,2,2,222,222
1958,PhD,Together,55012.0,0,1,1,21-03-2014,3,2014,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,3,11,0,41,41-50,380,25,85,660,2,1,5,4,154,154
8737,Graduation,Divorced,55563.0,0,1,1,05-04-2014,4,2014,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,3,11,0,36,31-40,381,6,22,43,0,4,1,1,411,411
5948,Graduation,Single,57338.0,0,1,1,29-04-2014,4,2014,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,3,11,0,39,31-40,382,12,96,237,0,1,3,3,133,133
3515,Graduation,Single,62307.0,0,1,1,17-02-2014,2,2014,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,3,11,0,62,61-70,383,9,94,160,0,1,2,2,122,122
843,Graduation,Married,64722.0,1,0,1,26-05-2014,5,2014,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,3,11,0,43,41-50,384,25,47,805,2,3,5,4,354,354
3463,PhD,Married,69283.0,0,1,1,14-06-2014,6,2014,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,3,11,0,39,31-40,385,27,41,904,2,3,5,4,354,354
8659,PhD,Together,69805.0,0,1,1,21-01-2014,1,2014,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,3,11,0,62,61-70,386,27,50,1038,2,3,5,4,354,354
9937,Graduation,Single,70337.0,0,0,0,02-01-2014,1,2014,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,3,11,0,35,31-40,387,17,75,576,2,2,3,3,233,233
6255,Master,Together,70545.0,0,1,1,03-06-2014,6,2014,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,3,11,0,62,61-70,388,13,29,334,0,4,3,3,433,433
2831,Graduation,Together,78416.0,0,1,1,27-06-2014,6,2014,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,3,11,0,38,31-40,389,26,99,1179,2,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
202,PhD,Widow,82032.0,0,0,0,05-04-2014,4,2014,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,3,11,0,66,61-70,390,17,54,1234,2,3,3,5,335,335
11074,Graduation,Single,85072.0,0,0,0,09-04-2014,4,2014,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,3,11,0,37,31-40,391,18,94,1423,1,1,4,5,145,145
5371,Graduation,Single,21474.0,1,0,1,08-04-2014,4,2014,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,1,0,3,11,1,25,21-30,392,8,0,91,0,5,2,2,522,522
7186,PhD,Together,30843.0,1,1,1,26-05-2014,5,2014,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,1,0,3,11,0,48,41-50,393,6,43,35,0,3,1,1,311,"Potential Promising Customers - Moderate recency, frequent, and low spenders"
4338,Graduation,Single,39062.0,1,0,1,25-03-2014,3,2014,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,1,0,3,11,0,31,31-40,394,5,28,44,0,4,1,1,411,411
7270,Graduation,Divorced,56981.0,0,0,0,25-01-2014,1,2014,908,48,217,32,12,24,1,2,3,13,6,0,1,0,0,0,1,0,3,11,0,33,31-40,395,19,91,1241,2,1,4,5,145,145
1277,Graduation,Together,78468.0,0,0,0,09-04-2014,4,2014,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,1,0,3,11,0,54,51-60,396,28,29,1004,2,4,5,4,454,454
6343,Graduation,Married,79823.0,0,1,1,31-03-2014,3,2014,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,1,0,3,11,0,55,51-60,397,23,6,1518,1,5,5,5,555,"Low Value Customers - Least valuable, infrequent, and low spenders"
4394,PhD,Married,81051.0,0,0,0,23-05-2014,5,2014,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,1,0,3,11,0,49,41-50,398,23,43,1501,1,3,5,5,355,355
6862,Graduation,Divorced,1730.0,0,0,0,18-05-2014,5,2014,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,3,11,0,43,41-50,399,15,65,8,0,2,3,1,231,231
5987,2n Cycle,Together,10404.0,1,0,1,04-05-2014,5,2014,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,3,11,0,25,21-30,400,7,52,43,0,3,2,1,321,321
1458,Master,Married,21059.0,1,0,1,07-01-2014,1,2014,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,3,11,0,32,31-40,401,9,40,44,0,3,2,1,321,321
1878,2n Cycle,Married,23148.0,0,0,0,18-02-2014,2,2014,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,3,11,0,29,21-30,402,6,83,37,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
6182,Graduation,Together,26646.0,1,0,1,10-02-2014,2,2014,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,3,11,0,30,31-40,403,8,26,53,0,4,2,1,421,421
8514,Graduation,Together,29478.0,1,0,1,17-01-2014,1,2014,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,3,11,0,38,31-40,404,5,59,20,0,2,1,1,211,Medium Value Customers - Moderately valuable with high recency
6424,Graduation,Together,33178.0,1,0,1,30-01-2014,1,2014,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,3,11,0,37,31-40,405,5,9,49,0,5,1,1,511,"New Customers - Low recency, frequent, and low spenders"
9291,Master,Married,34242.0,0,1,1,23-03-2014,3,2014,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,3,11,0,55,51-60,406,4,25,15,0,4,1,1,411,411
5827,Graduation,Divorced,35246.0,1,1,1,16-04-2014,4,2014,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,3,11,0,56,51-60,407,11,53,62,0,3,2,2,322,"Frequent but Low Value Customers - High recency, frequent, but low spenders"
5680,2n Cycle,Married,35684.0,1,0,1,22-04-2014,4,2014,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,3,11,0,30,31-40,408,5,66,30,0,2,1,1,211,Medium Value Customers - Moderately valuable with high recency
10509,Master,Single,36927.0,1,1,1,02-06-2014,6,2014,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,3,11,0,59,51-60,409,8,46,71,0,3,2,2,322,"Frequent but Low Value Customers - High recency, frequent, but low spenders"
3526,PhD,Married,38443.0,1,1,1,27-01-2014,1,2014,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,3,11,0,46,41-50,410,6,58,38,0,3,1,1,311,"Potential Promising Customers - Moderate recency, frequent, and low spenders"
1717,Graduation,Single,39747.0,1,0,1,13-04-2014,4,2014,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,3,11,0,26,21-30,411,13,43,273,0,3,3,3,333,333
8146,Master,Together,46106.0,1,1,1,11-05-2014,5,2014,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,3,11,0,38,31-40,412,5,84,54,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
6466,PhD,Married,57236.0,1,1,1,12-03-2014,3,2014,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,3,11,0,49,41-50,413,10,22,121,0,4,2,2,422,422
902,Graduation,Together,62994.0,1,0,1,04-03-2014,3,2014,224,12,48,4,12,12,1,6,2,4,6,0,0,0,0,0,0,0,3,11,0,34,31-40,414,13,74,312,0,2,3,3,233,233
716,PhD,Together,67911.0,0,1,1,22-05-2014,5,2014,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,3,11,0,65,61-70,415,27,63,976,2,2,5,4,254,254
4679,Master,Married,78710.0,0,1,1,23-05-2014,5,2014,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,3,11,0,37,31-40,416,28,42,1092,2,3,5,4,354,354
2410,Graduation,Single,81657.0,0,0,0,22-01-2014,1,2014,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,3,11,0,45,41-50,417,16,69,1097,2,2,3,4,234,234
9589,PhD,Widow,82032.0,0,0,0,05-04-2014,4,2014,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,3,11,0,66,61-70,418,17,54,1234,2,3,3,5,335,335
10981,Graduation,Married,84219.0,0,0,0,02-02-2014,2,2014,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,3,11,0,26,21-30,419,18,27,1198,2,4,4,5,445,445
193,Basic,Married,14421.0,0,0,0,17-02-2014,2,2014,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,1,0,3,11,0,18,0-20,420,4,81,16,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
4376,2n Cycle,Single,32218.0,0,0,0,15-02-2014,2,2014,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,3,11,1,54,51-60,421,7,27,93,0,4,2,2,422,422
11030,Master,Married,33181.0,1,0,1,03-01-2014,1,2014,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,1,0,3,11,0,38,31-40,422,4,90,16,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
1626,PhD,Divorced,35860.0,1,1,1,19-05-2014,5,2014,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,3,11,1,41,41-50,423,6,37,49,0,4,1,1,411,411
5848,Graduation,Together,81205.0,0,0,0,13-01-2014,1,2014,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,1,0,3,11,1,44,41-50,424,19,43,2009,1,3,4,5,345,345
2186,2n Cycle,Together,82326.0,0,0,0,10-03-2014,3,2014,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,3,11,1,37,31-40,425,22,30,2257,1,4,4,5,445,445
4686,PhD,Widow,82571.0,0,0,0,02-04-2014,4,2014,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,1,0,3,11,0,52,51-60,426,24,28,1686,1,4,5,5,455,455
1127,PhD,Married,85844.0,0,0,0,29-05-2014,5,2014,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,1,0,3,11,0,41,41-50,427,20,62,1958,1,2,4,5,245,245
10133,Graduation,Single,93790.0,0,0,0,12-02-2014,2,2014,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,3,11,1,44,41-50,428,25,16,2349,1,5,5,5,555,"Low Value Customers - Least valuable, infrequent, and low spenders"
10560,PhD,Single,36802.0,1,0,1,16-06-2014,6,2014,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,3,11,0,34,31-40,429,5,23,20,0,4,1,1,411,411
9014,Graduation,Married,37085.0,1,1,1,26-06-2014,6,2014,39,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,0,0,3,11,0,39,31-40,430,10,65,61,0,2,2,2,222,222
1880,PhD,Together,53537.0,1,1,1,30-01-2014,1,2014,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,3,11,0,55,51-60,431,8,17,93,0,5,2,2,522,522
10469,Graduation,Together,88325.0,0,0,0,05-02-2014,2,2014,519,71,860,93,27,53,1,6,2,9,2,0,0,0,0,0,0,0,3,11,0,33,31-40,432,18,42,1623,1,3,4,5,345,345
8975,Graduation,Married,19514.0,1,1,1,26-01-2014,1,2014,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,0,3,11,0,46,41-50,433,10,47,69,0,3,2,2,322,"Frequent but Low Value Customers - High recency, frequent, but low spenders"
7660,PhD,Alone,35860.0,1,1,1,19-05-2014,5,2014,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,3,11,1,41,41-50,434,6,37,49,0,4,1,1,411,411
1399,Graduation,Married,72905.0,0,0,0,21-01-2014,1,2014,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,1,0,3,11,0,56,51-60,435,20,52,1515,1,3,4,5,345,345
1139,PhD,Married,73356.0,0,0,0,06-02-2014,2,2014,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,3,11,1,30,31-40,436,22,56,1512,1,3,4,5,345,345
8746,Graduation,Married,75433.0,1,0,1,05-04-2014,4,2014,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,1,0,3,11,0,25,21-30,437,19,28,1188,2,4,4,5,445,445
1592,Graduation,Married,90765.0,0,0,0,24-01-2014,1,2014,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,1,0,3,11,0,44,41-50,438,15,25,1724,1,4,3,5,435,435
5184,Graduation,Single,34824.0,0,0,0,26-03-2014,3,2014,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0,19,0-20,439,4,65,23,0,2,1,1,211,Medium Value Customers - Moderately valuable with high recency
7732,Graduation,Married,64813.0,1,0,1,02-01-2014,1,2014,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,3,11,0,36,31-40,440,20,81,745,2,1,4,4,144,144
5107,PhD,Divorced,35860.0,1,1,1,19-05-2014,5,2014,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,3,11,0,41,41-50,441,6,37,49,0,4,1,1,411,411
641,Graduation,Single,52074.0,0,1,1,04-04-2014,4,2014,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,1,0,3,11,0,47,41-50,442,7,77,119,0,2,2,2,222,222
3717,Graduation,Married,61180.0,0,1,1,23-04-2014,4,2014,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,1,0,3,11,0,55,51-60,443,18,70,704,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
4073,2n Cycle,Married,63564.0,0,0,0,29-01-2014,1,2014,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,1,0,3,11,1,60,61-70,444,28,0,1215,2,5,5,5,555,"Low Value Customers - Least valuable, infrequent, and low spenders"
2829,Graduation,Married,65210.0,0,1,1,10-03-2014,3,2014,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,1,0,3,11,0,59,51-60,445,22,25,731,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
2008,Graduation,Married,77583.0,0,0,0,10-02-2014,2,2014,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,1,0,3,11,0,36,31-40,446,19,93,1149,2,1,4,4,144,144
988,Graduation,Married,81168.0,0,0,0,07-05-2014,5,2014,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,1,0,3,11,0,49,41-50,447,18,84,1193,2,1,4,5,145,145
8545,Graduation,Divorced,85683.0,0,0,0,21-03-2014,3,2014,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,0,3,11,1,60,61-70,448,17,6,1789,1,5,3,5,535,535
5735,Master,Single,90638.0,0,0,0,13-02-2014,2,2014,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,3,11,0,23,21-30,449,18,29,2525,1,4,4,5,445,445
5558,PhD,Single,90933.0,0,0,0,31-03-2014,3,2014,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,1,0,3,11,0,60,61-70,450,15,90,1685,1,1,3,5,135,"Promising Customers - High recency, moderate frequency, and low spenders"
3334,Graduation,Married,94642.0,0,0,0,12-02-2014,2,2014,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,1,0,3,11,0,63,61-70,451,21,35,2211,1,4,4,5,445,445
7451,Master,Single,98777.0,0,0,0,17-02-2014,2,2014,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,1,0,3,11,0,54,51-60,452,19,23,2008,1,4,4,5,445,445
8908,Graduation,Married,87195.0,0,0,0,08-05-2014,5,2014,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,0,3,11,1,55,51-60,453,20,35,1097,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
1619,Graduation,Married,90369.0,0,0,0,28-04-2014,4,2014,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,0,3,11,1,58,51-60,454,17,2,1588,1,5,3,5,535,535
10556,Graduation,Married,54984.0,0,1,1,24-05-2014,5,2014,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,1,0,3,11,0,55,51-60,455,17,51,358,0,3,3,3,333,333
8439,Graduation,Together,63404.0,0,2,1,06-06-2014,6,2014,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,1,0,3,11,0,50,51-60,456,15,97,902,2,1,3,4,134,134
2781,Graduation,Single,72066.0,0,0,0,23-06-2014,6,2014,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,3,11,1,33,31-40,457,17,55,1792,1,3,3,5,335,335
9298,PhD,Together,81574.0,0,0,0,28-04-2014,4,2014,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,1,0,3,11,0,67,61-70,458,18,89,1798,1,1,4,5,145,145
4174,Master,Together,55249.0,0,1,1,17-04-2014,4,2014,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,3,11,0,58,51-60,459,8,81,130,0,1,2,2,122,122
8955,PhD,Together,40451.0,0,2,1,16-02-2014,2,2014,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,1,0,3,11,0,57,51-60,460,5,54,49,0,3,1,1,311,"Potential Promising Customers - Moderate recency, frequent, and low spenders"
10951,Graduation,Married,45688.0,0,1,1,25-01-2014,1,2014,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,1,0,3,11,0,46,41-50,461,14,20,306,0,4,3,3,433,433
9972,PhD,Together,46015.0,1,1,1,13-04-2014,4,2014,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,1,0,3,11,0,59,51-60,462,5,25,46,0,4,1,1,411,411
2945,PhD,Together,46015.0,1,1,1,13-04-2014,4,2014,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,1,0,3,11,0,59,51-60,463,5,25,46,0,4,1,1,411,411
5794,PhD,Married,46374.0,0,1,1,17-03-2014,3,2014,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,1,0,3,11,1,40,41-50,464,18,1,446,0,5,4,3,543,543
1740,Graduation,Married,55956.0,0,0,0,07-04-2014,4,2014,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,1,0,3,11,0,70,71-80,465,16,22,999,2,4,3,4,434,434
3924,PhD,Divorced,57912.0,0,1,1,17-03-2014,3,2014,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,1,0,3,11,0,49,41-50,466,28,34,916,2,4,5,4,454,454
4769,Master,Together,57954.0,1,1,1,18-06-2014,6,2014,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,1,0,3,11,0,37,31-40,467,23,52,493,0,3,5,3,353,353
5186,PhD,Married,58482.0,0,1,1,12-03-2014,3,2014,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,1,0,3,11,0,59,51-60,468,22,59,731,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
7005,Graduation,Single,58684.0,0,0,0,16-06-2014,6,2014,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,1,0,3,11,0,33,31-40,469,21,71,813,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
6892,Graduation,Divorced,61671.0,0,1,1,03-06-2014,6,2014,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,1,0,3,11,0,46,41-50,470,28,23,732,2,4,5,4,454,454
2415,Graduation,Together,62568.0,0,1,1,07-04-2014,4,2014,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,1,0,3,11,0,52,51-60,471,16,99,953,2,1,3,4,134,134
4001,PhD,Together,64014.0,2,1,1,10-06-2014,6,2014,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,1,0,3,11,0,68,61-70,472,22,56,444,0,3,4,3,343,343
4741,2n Cycle,Married,65463.0,1,0,1,30-01-2014,1,2014,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,1,0,3,11,0,40,41-50,473,19,17,562,2,5,4,3,543,543
10660,Master,Married,66726.0,1,1,1,12-01-2014,1,2014,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,1,0,3,11,0,57,51-60,474,17,61,438,0,2,3,3,233,233
7010,2n Cycle,Married,70924.0,0,0,0,07-04-2014,4,2014,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,1,0,3,11,0,49,41-50,475,20,41,1363,1,3,4,5,345,345
